gameTitle,platform,Publisher,developer,ReleaseDate
Kids Learn Music A+ Edition,DS,Unknown,Talking Stick Games,04/10/2011
The Book of Unwritten Tales: The Critter Chronicles,PC,Crimson Cow,KING Art Games,06/10/2011
Phantom Kingdom Portable,PSP,Nippon Ichi Software,Nippon Ichi Software,06/10/2011
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,Quinrose,QuinRose,06/10/2011
AKB1/48: Idol to Guam de Koishitara...,X360,Bandai Namco Games,Bandai Namco Games,06/10/2011
Just Dance 3,X360,Ubisoft,Ubisoft Paris,07/10/2011
Disciples III: Resurrection,PC,Kalypso,Akella,07/10/2011
Red Dead Redemption    Read the review,PS3,Rockstar Games,Rockstar San Diego,11/10/2011
Forza Motorsport 4    Read the review,X360,Microsoft Studios,Turn 10 Studio,11/10/2011
Go Vacation,Wii,Namco Bandai,Namco Bandai Games,11/10/2011
Ace Combat: Assault Horizon    Read the review,PS3,Namco Bandai,Project ACES,11/10/2011
Sesame Street: Once Upon A Monster    Read the review,X360,Warner Bros. Interactive,Double Fine Productions,11/10/2011
Ace Combat: Assault Horizon,X360,Namco Bandai,Project ACES,11/10/2011
Kinectimals: Now with Bears!,X360,Microsoft Studios,Frontier Developments,11/10/2011
Dead Rising 2: Off the Record,X360,Capcom,Blue Castle Games,11/10/2011
Wipeout 2,DS,Activision,Endemol,11/10/2011
Aliens: Infestation    Read the review,DS,Sega,Way Forward,11/10/2011
Imagine: Fashion Designer,3DS,Ubisoft,Ubisoft Sofia,11/10/2011
Wipeout 2,PS3,Activision,Endemol,11/10/2011
Michael Phelps: Push the Limit,X360,505 Games,Blitz Games,11/10/2011
Pillow Pets,DS,GameMill,GameMill Publishing,11/10/2011
Mahjong Cub3D,3DS,Atlus,SunSoft,11/10/2011
Moxie Girlz,DS,GameMill,1st Playable,11/10/2011
Airline Tycoon 2,PC,Kalypso,Kalypso Media,11/10/2011
Red Dead Redemption: Game of the Year Edition,PS3,Rockstar Games,Rockstar San Diego,11/10/2011
Professional Fisherman's Tour: Big Bass Open,3DS,UFO Interactive,Starfish SD,11/10/2011
Red Dead Redemption: Game of the Year Edition,X360,Rockstar Games,Rockstar San Diego,11/10/2011
Might & Magic Heroes VI,PC,Ubisoft,Black Hole Games,13/10/2011
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,Acquire,ZeroDiv,13/10/2011
Jonah Lomu Rugby Challenge,PC,Sidhe Interactive,Sidhe Interactive,13/10/2011
Clock Zero: Shuuen no Ichibyou Portable,PSP,Idea Factory,Unknown,13/10/2011
WRC 2: FIA World Rally Championship,PS3,Ubisoft,Milestone S.r.l,14/10/2011
Pro Evolution Soccer 2012,PC,Konami,Konami,14/10/2011
WRC 2: FIA World Rally Championship,X360,Ubisoft,Milestone S.r.l,14/10/2011
Jungle Kartz,Wii,Nordic Games,Brain in a Jar,15/10/2011
Skylanders: Spyro's Adventure,X360,Activision,Toys for Bob,16/10/2011
Skylanders: Spyro's Adventure    Read the review,PS3,Activision,Toys for Bob,16/10/2011
Batman: Arkham City,X360,Warner Bros. Interactive,Rocksteady Studios,18/10/2011
Ratchet & Clank: All 4 One    Read the review,PS3,Sony Computer Entertainment,Insomniac Games,18/10/2011
Rocksmith,X360,Ubisoft,Ubisoft,18/10/2011
Rocksmith,PS3,Ubisoft,Ubisoft,18/10/2011
The Sims 3: Pets,PC,Electronic Arts,The Sims Studio,18/10/2011
Tropico 4,X360,Kalypso,Haemimont Games,18/10/2011
Minute to win it,X360,Zoo Games,Zoo Entertainment Inc.,18/10/2011
1001 Touch Games,DS,Unknown,Avanquest Software,18/10/2011
PowerUp Heroes,X360,Ubisoft,Ubisoft,18/10/2011
Loving Life with Hello Kitty & Friends,DS,CokeM Interactive,Rising Star Games,18/10/2011
Pet Zombies,3DS,Majesco,1st Playable Productions,18/10/2011
Grease Dance,X360,505 Games,505 Games,18/10/2011
Ben 10 Galactic Racing,DS,D3 Publisher,Monkey Bar Games,18/10/2011
Everybody Dance,PS3,Sony Computer Entertainment,SCEE London Studio,18/10/2011
Ben 10 Galactic Racing,Wii,D3 Publisher,Monkey Bar Games,18/10/2011
Petz Puppyz & Kittenz,DS,Ubisoft,Ubisoft,18/10/2011
Family Feud: 2012 Edition,X360,Ubisoft,Ubisoft,18/10/2011
Ben 10 Galactic Racing,X360,D3 Publisher,Monkey Bar Games,18/10/2011
Ben 10 Galactic Racing,PS3,D3 Publisher,Monkey Bar Games,18/10/2011
Grease Dance,PS3,505 Games,505 Games,18/10/2011
Jewel Time Deluxe,DS,O-Games,O-Games,18/10/2011
JASF: Jane's Advanced Strike Fighters,PC,Unknown,Trickstar Games,18/10/2011
Bigfoot King of Crush,Wii,Zoo Games,Zoo Games,18/10/2011
Tiny Token Empires,PC,THQ,BiP media,18/10/2011
The Sims 3: Pets,3DS,Electronic Arts,The Sims Studio,18/10/2011
Twisted Lands: Insomniac,PC,Alawar Entertainment,"Alawar Entertainment, Inc.",19/10/2011
Cities XL 2012,PC,Focus Home Interactive,Monte Cristo Multimedia,20/10/2011
Kami Naru Kimi to,PSP,Idea Factory,Idea Factory,20/10/2011
The Haunted: Hell's Reach,PC,Visco,ValuSoft,20/10/2011
DanceStar Party,PS3,Sony Computer Entertainment,SCEE London Studio,21/10/2011
Jewel Master: Cradle Of Rome 2,DS,Rising Star,Rising Star Games,21/10/2011
Disney Universe,Wii,Disney Interactive Studios,Disney Interactive Studios,25/10/2011
Monster High: Ghoul Spirit,DS,THQ,THQ,25/10/2011
Disney Universe,PS3,Disney Interactive Studios,Disney Interactive Studios,25/10/2011
Disney Universe,X360,Disney Interactive Studios,Disney Interactive Studios,25/10/2011
Just Dance Kids 2,X360,Ubisoft,Ubisoft,25/10/2011
The House of the Dead: Overkill - Extended Cut,PS3,Sega,Headstrong Games,25/10/2011
Just Dance Kids 2,Wii,Ubisoft,Ubisoft,25/10/2011
Just Dance Kids 2,PS3,Ubisoft,Ubisoft,25/10/2011
Puss in Boots,X360,THQ,THQ,25/10/2011
Puss in Boots,Wii,THQ,THQ,25/10/2011
The Magic School Bus: Oceans,DS,Scholastic Inc.,Scholastic Media,25/10/2011
The Cursed Crusade,PS3,Atlus,Kylotonn Entertainment,25/10/2011
Ben 10 Galactic Racing,3DS,D3 Publisher,Monkey Bar Games,25/10/2011
The Cursed Crusade,X360,Atlus,Kylotonn Entertainment,25/10/2011
Nikoli's Pencil Puzzle,3DS,Konami,Hudson Soft,25/10/2011
Centipede: Infestation,3DS,Atari,WayForward Technologies,25/10/2011
Active Life: Magical Carnival,Wii,Namco Bandai,Ganbarion,25/10/2011
The Cursed Crusade,PC,Atlus,Kylotonn Entertainment,25/10/2011
Disney Universe,PC,Disney Interactive Studios,Disney Interactive Studios,25/10/2011
The Idolm@ster 2,PS3,Bandai,Bandai Namco Games,27/10/2011
Ro-Kyu-Bu!,PSP,Kadokawa Shoten,Kadokawa Shoten,27/10/2011
Yuugen Gaisha Brave Company,3DS,Namco Bandai,Bandai Namco Games,27/10/2011
Take On Helicopters,PC,Unknown,Bohemia Interactive,27/10/2011
To Heart Portable,PSP,Aquaplus,Aqua Plus,27/10/2011
Football Manager Handheld 2012,PSP,Sega,Sports Interactive,28/10/2011
Riding Stables: The Whitakers present Milton and Friends,3DS,DTP Entertainment,Koch Media,28/10/2011
JASF: Jane's Advanced Strike Fighters,PS3,Unknown,Trickstar Games,31/10/2011
The Lord of the Rings: War in the North,PS3,Warner Bros. Interactive,Snowblind Studios,01/11/2011
Goldeneye 007: Reloaded,PS3,Activision,Eurocom,01/11/2011
Goldeneye 007: Reloaded,X360,Activision,Eurocom,01/11/2011
Nickelodeon Team Umizoomi,DS,2K Play,Black Lantern Studios,01/11/2011
Country Dance 2,Wii,GameMill,High Voltage Software,01/11/2011
Harvest Moon: The Tale of Two Towns,3DS,Natsume,Marvelous Interactive,01/11/2011
Fate/Extra,PSP,Aksys Games,imageepoch Inc.,01/11/2011
MotionSports: Adrenaline,X360,Ubisoft,Ubisoft Vancouver,01/11/2011
The Lord of the Rings: War in the North,PC,Warner Bros. Interactive,Snowblind Studios,01/11/2011
Cabela's Survival: Shadows of Katmai,Wii,Activision,Activision,01/11/2011
Air Conflicts: Secret Wars,PS3,Kalypso,Games Farm,01/11/2011
Cabela's Survival: Shadows of Katmai,PS3,Activision,Activision,01/11/2011
Nascar Unleashed,Wii,Activision,Activision,01/11/2011
Cabela's Adventure Camp,Wii,Activision,Activision,01/11/2011
Trivial Pursuit: Bet You Know It,Wii,Electronic Arts,EA Salt Lake,01/11/2011
Family Game Night 4: The Game Show,Wii,Electronic Arts,Electronic Arts,01/11/2011
James Noir's Hollywood Crimes,3DS,Ubisoft,Ubisoft,01/11/2011
NCIS,PS3,Ubisoft,Ubisoft,01/11/2011
Nascar Unleashed,X360,Activision,Activision,01/11/2011
Disney Princess: Enchanting Storybooks,DS,THQ,THQ,01/11/2011
Dora & Kai-Lan's Pet Shelter,DS,2K Play,Black Lantern Studios,01/11/2011
Nascar Unleashed,PS3,Activision,Activision,01/11/2011
Jimmie Johnson's Anything With an Engine,X360,Konami,Isopod Labs,01/11/2011
Generator Rex: Agent of Providence,Wii,Activision,Virtuos,01/11/2011
ZhuZhu Babies,DS,Activision,Black Lantern Studios,01/11/2011
Jimmie Johnson's Anything With an Engine,PS3,Konami,Isopod Labs,01/11/2011
Family Game Night 4: The Game Show,X360,Electronic Arts,Electronic Arts,01/11/2011
Generator Rex: Agent of Providence,PS3,Activision,Virtuos,01/11/2011
Hasbro Family Game Night Fun Pack,X360,Electronic Arts,Electronic Arts,01/11/2011
Motion Explosion!,X360,Majesco,Artech Studios,01/11/2011
Generator Rex: Agent of Providence,X360,Activision,Virtuos,01/11/2011
NCIS,PC,Ubisoft,Ubisoft,01/11/2011
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,Square Enix,Square Enix,02/11/2011
Sonic Generations,PC,Sega,Sega,03/11/2011
Invizimals: The Lost Tribes,PSP,Sony Computer Entertainment,Novarama,04/11/2011
Hallowed Legends: Samhain,PC,Focus Home Interactive,PlayFirst,04/11/2011
Fifi and the Flowertots: Fifi's Garden Party,DS,Avanquest,Uacari,04/11/2011
The Horror Collection,PC,Mastertronic,Various,04/11/2011
The Crown of Midas,Wii,Unknown,Funbox Media,04/11/2011
Moshi Monsters: Moshling Zoo,DS,Activision,Mind Candy,06/11/2011
Lalaloopsy,DS,Activision,Activision,06/11/2011
Call of Duty: Modern Warfare 3,X360,Activision,Infinity Ward,08/11/2011
Call of Duty: Modern Warfare 3    Read the review,PS3,Activision,Infinity Ward,08/11/2011
Call of Duty: Modern Warfare 3,PC,Activision,Infinity Ward,08/11/2011
Your Shape: Fitness Evolved 2012,X360,Ubisoft,Ubisoft Montreal,08/11/2011
The Black Eyed Peas Experience,Wii,Ubisoft,Ubisoft,08/11/2011
Metal Gear Solid HD Collection,X360,Konami,Bluepoint Games,08/11/2011
Big League Sports,X360,Activision,Activision,08/11/2011
Michael Jackson: The Experience 3D,3DS,Ubisoft,Longtail Studios,08/11/2011
Cave Story 3D,3DS,NIS America,Nicalis,08/11/2011
Puppies 3D,3DS,Ubisoft,Ubisoft,08/11/2011
Deepak Chopra's Leela,X360,THQ,Curious Pictures,08/11/2011
Deepak Chopra's Leela,Wii,THQ,Curious Pictures,08/11/2011
Happy Feet Two,3DS,Warner Bros. Interactive,WayForward,08/11/2011
Champion Jockey: G1 Jockey & Gallop Racer,Wii,Tecmo Koei,Tecmo Koei Games,08/11/2011
Happy Feet Two,DS,Warner Bros. Interactive,WayForward,08/11/2011
Happy Feet Two,X360,Warner Bros. Interactive,KMM Games,08/11/2011
DaGeDar,DS,GameMill,GameMill Entertainment,08/11/2011
Cartoon Network: Punch Time Explosion XL,Wii,Crave Entertainment,Papaya Studios,08/11/2011
Happy Feet Two,Wii,Warner Bros. Interactive,KMM Games,08/11/2011
Bakugan: Rise of the Resistance,DS,Activision,Activision,08/11/2011
Cartoon Network: Punch Time Explosion XL,X360,Crave Entertainment,Papaya Studios,08/11/2011
Cartoon Network: Punch Time Explosion XL,PS3,Crave Entertainment,Papaya Studios,08/11/2011
Santa Claus is Comin' to Town!,DS,Crave Entertainment,Crave Entertainment,08/11/2011
Gem Smashers,3DS,Crave Entertainment,Frame Studios Interactive,08/11/2011
The Kore Gang,Wii,Atari,SnapDragon Games,08/11/2011
Fix it: Home improvement challenge,Wii,SouthPeak Interactive,Freedom Factory Studios,08/11/2011
Ore no Shikabane o Koete Yuke,PSP,Sony Computer Entertainment,TBA,10/11/2011
Winter Stars,Wii,Deep Silver,Deep Silver,10/11/2011
Winter Stars,PS3,Deep Silver,49Games,10/11/2011
Farm Frenzy 3,DS,Unknown,Easy Interactive,10/11/2011
Meikyuu Cross Blood: Reloaded,X360,Unknown,Kadokawa Shoten,10/11/2011
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Bethesda Game Studios,11/11/2011
The Elder Scrolls V: Skyrim    Read the review,PC,Bethesda Softworks,Bethesda Game Studios,11/11/2011
LEGO Harry Potter: Years 5-7,Wii,Warner Bros. Interactive,Traveller's Tales,11/11/2011
LEGO Harry Potter: Years 5-7,X360,Warner Bros. Interactive,Traveller's Tales,11/11/2011
LEGO Harry Potter: Years 5-7,DS,Warner Bros. Interactive,Traveller's Tales,11/11/2011
LEGO Harry Potter: Years 5-7,3DS,Warner Bros. Interactive,TT Fusion,11/11/2011
LEGO Harry Potter: Years 5-7,PSP,Warner Bros. Interactive,Traveller's Tales,11/11/2011
LEGO Harry Potter: Years 5-7,PC,Warner Bros. Interactive,Traveller's Tales,11/11/2011
EyePet Adventures,PSP,Sony Computer Entertainment,SCEE London Studio,11/11/2011
Assassin's Creed: Revelations    Read the review,PS3,Ubisoft,Ubisoft Montreal,15/11/2011
Assassin's Creed: Revelations,X360,Ubisoft,Ubisoft Montreal,15/11/2011
L.A. Noire,PS3,Rockstar Games,Team Bondi,15/11/2011
Zumba Fitness 2,Wii,Majesco,"Pipeworks Software, Inc.",15/11/2011
Saints Row: The Third,PS3,THQ,Volition Inc.,15/11/2011
Kinect: Disneyland Adventures    Read the review,X360,Microsoft Studios,Frontier Developments,15/11/2011
Halo: Combat Evolved Anniversary    Read the review,X360,Microsoft Studios,343 Industries,15/11/2011
Need for Speed: The Run,PS3,Electronic Arts,EA Black Box,15/11/2011
Need for Speed: The Run    Read the review,X360,Electronic Arts,EA Black Box,15/11/2011
Rayman Origins    Read the review,PS3,Ubisoft,Ubisoft,15/11/2011
Rayman Origins,X360,Ubisoft,Ubisoft,15/11/2011
ABBA: You Can Dance,Wii,Ubisoft,Ubisoft,15/11/2011
Cooking Mama 4: Kitchen Magic!    Read the review,3DS,Majesco,Cooking Mama Ltd.,15/11/2011
Need for Speed: The Run,PC,Electronic Arts,EA Black Box,15/11/2011
Bejeweled 3,DS,PopCap Games,PopCap Games,15/11/2011
Need for Speed: The Run,Wii,Electronic Arts,Firebrand Games,15/11/2011
Beyblade: Metal Masters,DS,Konami,Hudson Soft,15/11/2011
Ace Combat: Assault Horizon Legacy,3DS,Namco Bandai,Namco Bandai Games,15/11/2011
Pictionary: Ultimate Edition,PS3,THQ,Page 44 Studios,15/11/2011
Pictionary: Ultimate Edition,X360,THQ,Page 44 Studios,15/11/2011
Carnival Island,PS3,Sony Computer Entertainment,Magic Pixel Games,15/11/2011
Pro Evolution Soccer 2012,Wii,Konami,Konami,15/11/2011
Plants vs. Zombies,PS3,PopCap Games,PopCap,15/11/2011
EyePet & Friends,PS3,Sony Computer Entertainment,SCEE London Studio,15/11/2011
uDraw Studio: Instant Artist,Wii,THQ,THQ,15/11/2011
Bejeweled 3,PS3,PopCap Games,PopCap Games,15/11/2011
Victorious: Hollywood Arts Debut,DS,D3 Publisher,Namco Bandai Games,15/11/2011
Bejeweled 3,X360,PopCap Games,PopCap Games,15/11/2011
Victorious: Time to Shine,X360,D3 Publisher,High Voltage Software,15/11/2011
DreamWorks Super Star Kartz,DS,Activision,Activision,15/11/2011
Alvin and the Chipmunks: Chipwrecked,X360,Majesco,Behaviour Interactive,15/11/2011
Alvin and the Chipmunks: Chipwrecked,DS,Majesco,Behaviour Interactive,15/11/2011
Alvin and the Chipmunks: Chipwrecked,Wii,Majesco,Behaviour Interactive,15/11/2011
Yoostar on MTV,X360,Unknown,Yoostar Entertainment Group,15/11/2011
Ultimate Marvel vs. Capcom 3,X360,Capcom,Capcom,15/11/2011
Get Up and Dance,PS3,Crave Entertainment,O Games,15/11/2011
L.A. Noire: The Complete Edition,PS3,Rockstar Games,Rockstar Leeds,15/11/2011
Rapala for Kinect,X360,Activision,Activision,15/11/2011
L.A. Noire: The Complete Edition,X360,Rockstar Games,Rockstar Leeds,15/11/2011
uDraw Studio: Instant Artist,X360,THQ,THQ,15/11/2011
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,Konami,Konami,17/11/2011
Heavy Fire: Afghanistan,PS3,Mastiff,Teyon Entertainment,18/11/2011
Hole in the Wall: Deluxe Edition,X360,Ubisoft,Ubisoft,20/11/2011
Carnival Games: Wild West 3D,3DS,2K Play,Cat Daddy Games,21/11/2011
WWE '12    Read the review,X360,THQ,"Yuke's Co., Ltd.",22/11/2011
WWE '12,PS3,THQ,"Yuke's Co., Ltd.",22/11/2011
Sonic Generations,3DS,Sega,Sonic Team,22/11/2011
Tekken Hybrid    Read the review,PS3,Namco,Namco Bandai Games,22/11/2011
The King of Fighters XIII,X360,Atlus,SNK Playmore Corporation,22/11/2011
Power Rangers Samurai,Wii,Namco Bandai,Namco Bandai Games,22/11/2011
WWE All Stars,3DS,THQ,THQ,22/11/2011
Karaoke Revolution Glee: Volume 3,X360,Konami,Hijinx Studios,22/11/2011
Get Up and Dance,Wii,Crave Entertainment,O Games,22/11/2011
Jimmie Johnson's Anything With an Engine,Wii,Konami,Isopod Labs,22/11/2011
Magicka Collection,PC,Paradox Interactive,Paradox Interactive,22/11/2011
Heavy Fire: Afghanistan,PC,Mastiff,Mastiff,22/11/2011
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,Bandai,Bandai Namco Games,23/11/2011
Metal Gear Solid HD Edition,X360,Konami Digital Entertainment,Unknown,23/11/2011
Machi-ing Maker 4,X360,D3 Publisher,D3,23/11/2011
FabStyle,DS,Tecmo Koei,Tecmo Koei Games,24/11/2011
FabStyle,3DS,Tecmo Koei,Tecmo Koei Games,24/11/2011
PachiPara 3D,3DS,Irem Software Engineering,Irem Software Engineering,24/11/2011
Now! That's What I Call Music: Dance & Sing,Wii,Unknown,Tubby Games,25/11/2011
Start the Party! Save the World,PS3,Sony Computer Entertainment,Supermassive Games Ltd.,25/11/2011
Angry Birds: Rio,PC,Focus Home Interactive,Rovio Mobile,25/11/2011
"Horrid Henry: The Good, The Bad and The Bugly",3DS,Asylum Entertainment,Asylum Entertainment,25/11/2011
Ski Region Simulator 2012,PC,Giants Software,Giants Software,25/11/2011
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,Unknown,Licensed 4U,25/11/2011
Dance Dance Revolution: Hottest Party 5,Wii,Konami,Konami,25/11/2011
Atlantic Quest,PC,Avanquest,Oberon Media,25/11/2011
Secret Mysteries in London,3DS,Unknown,Licensed 4U,25/11/2011
Rise of Flight: Aces Edition,PC,Aerosoft,Aerosoft,25/11/2011
Assassin's Creed: Revelations,PC,Ubisoft,Ubisoft Montreal,29/11/2011
Sly 2: Band of Thieves,PSN,Sony Computer Entertainment,Sucker Punch Productions,29/11/2011
Fix It: Home Improvement Challenge,DS,SouthPeak Interactive,Freedom Factory Studios,29/11/2011
Real Crimes: The Unicorn Killer,DS,Unknown,Licensed 4U,30/11/2011
Jaws: Ultimate Predator,3DS,Majesco,n-Space,01/12/2011
Jaws: Ultimate Predator,Wii,Majesco,Tectonic Studios,01/12/2011
Nano Assault    Read the review,3DS,Majesco,Shin'en Multimedia,01/12/2011
Kamen Rider: Climax Heroes Fourze,PSP,Bandai,Eighting,01/12/2011
APB Reloaded,PC,IGS,Reloaded Productions,01/12/2011
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,Bandai,Bandai Namco Games,01/12/2011
Marine Life Rescue,Wii,Conspiracy Entertainment,Conspiracy Entertainment,01/12/2011
Puppet Show 3: Lost Town,PC,Focus Home Interactive,Big Fish Games,02/12/2011
Phil Taylor's Power Play Darts,DS,Unknown,Funbox Media,02/12/2011
Just Dance 3,PS3,Ubisoft,Ubisoft Paris,06/12/2011
The Adventures of Tintin: The Game,Wii,Ubisoft,Ubisoft,06/12/2011
The Adventures of Tintin: The Game,PS3,Ubisoft,Ubisoft,06/12/2011
F1 2011,3DS,Codemasters,Codemasters,06/12/2011
The Adventures of Tintin: The Game,3DS,Ubisoft,Ubisoft Montpellier,06/12/2011
The Adventures of Tintin: The Game,PC,Ubisoft,Ubisoft,06/12/2011
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,THQ,Unknown,07/12/2011
Toaru Kagaku no Chou Denjihou,PSP,Kadokawa Shoten,Kadokawa Shoten,08/12/2011
Hanayaka Kana Ware ga Ichizoku Twin Pack,PSP,Idea Factory,Idea Factory,08/12/2011
The Oregon Trail,Wii,Crave Entertainment,SVG Distribution,09/12/2011
Tongari Boushi to Oshare na Mahou Tsukai,DS,Konami,Konami,10/12/2011
Doctor Lautrec and the Forgotten Knights    Read the review,3DS,Konami,Konami,13/12/2011
Outdoors Unleashed: Alaska 3D,3DS,Mastiff,Mastiff,13/12/2011
Outdoors Unleashed: Africa 3D,3DS,Mastiff,Mastiff,13/12/2011
Puyo Puyo!! 20th Anniversary,3DS,Sega,Sonic Team,15/12/2011
Eggheads,DS,Avanquest,Avanquest Software,16/12/2011
Lord of Apocalypse,PSV,Square Enix,Access Games,17/12/2011
Minna to Issho,PSV,Sony Computer Entertainment,Sony Computer Entertainment,17/12/2011
Inazuma Eleven Strikers 2012 Xtreme,Wii,Level 5,Level 5,22/12/2011
SD Gundam G Generation 3D,3DS,Namco Bandai,Unknown,22/12/2011
Mahou Shoujo Nanoha A's Portable: The Gears of Destiny,PSP,Namco Bandai,Namco Bandai Games,22/12/2011
Frontier Gate,PSP,Konami,tri-Ace,22/12/2011
Aladdin Magic Racer,Wii,Big Ben Interactive,Red Wagon,27/12/2011
The Ultimate Battle of the Sexes,Wii,SVG Distribution,Mastertronic,27/12/2011
The Idolmaster: Gravure For You! Vol. 3,PS3,Namco Bandai,Unknown,29/12/2011
Nightfall Mysteries: Asylum Conspiracy,PC,eGames,Vast Studios,31/12/2011
Sea Legends: Phantasmal Light,PC,Big Fish Games,Unknown,16/01/2012
Heroes Phantasia,PSP,Namco Bandai,Witch Craft,19/01/2012
Tales of Innocence R,PSV,Namco Bandai,Alfa System,26/01/2012
Mobile Suit Gundam: Mokuba no Kiseki,PSP,Namco Bandai Games,Bandai Namco Games,26/01/2012
Final Fantasy XIII-2,X360,Square Enix,Square Enix,31/01/2012
Captain Morgane and the Golden Turtle,DS,Reef Entertainment,WizarBox,03/02/2012
Captain Morgane and the Golden Turtle,PC,Reef Entertainment,WizarBox,03/02/2012
Captain Morgane and the Golden Turtle,PS3,Reef Entertainment,WizarBox,03/02/2012
Captain Morgane and the Golden Turtle,Wii,Reef Entertainment,WizarBox,03/02/2012
Kingdoms of Amalur: Reckoning,X360,Electronic Arts,38 Studios,07/02/2012
Kingdoms of Amalur: Reckoning    Read the review,PS3,Electronic Arts,38 Studios,07/02/2012
The Darkness II    Read the review,X360,2K Games,Digital Extremes,07/02/2012
The Darkness II,PS3,2K Games,Digital Extremes,07/02/2012
